epoch,train_loss,acc,pre,sen,f1,spec,kappa,auc,qwk
0,3.6634491284688315,0.036458333333333336,0.027800226948833762,0.040695415695415696,0.018927515925397577,0.9699914442529595,0.009695339127768099,0.5510376211094121,0.01947457925538143
